22.737	27.588	26.413	26.019	26.506	25.701	24.41	22.195	20.377	18.307	19.24	19.832	20.991	22.227	24.131	26.446	27.367	27.927	27.761	28.783	28.674	26.774	27.149	24.448	23.584	23.466	22.68	20.438	17.718	16.002	16.002	14.863	12.105	10.426	9.0124	4.4051	10.991	12.716	13.496	13.188	14.157	15.832	18.404	18.307	19.517	18.307	16.904	15.691	15.545	16.198	17.873	17.741	18.043	17.167	17.741	16.565	14.906	12.105	7.873	1.8524	28.534	31.719	29.833	28.497	27.752	27.059	25.832	23.942	24.599	25.108	24.654	23.169	23.948	21.955	23.245	21.054	20.762	20.796	19.487	14.775	10.991	19.208	23.496	25.07	25.296	25.229	24.797	24.472	23.894	22.978	23.055	27.784	25.737	25.36	26.755	26.018	24.562
14.689	11.591	15.462	15.534	14.097	14.804	15.51	16.075	15.053	12.096	14.689	16.075	14.097	17.581	15.835	15.968	17.382	16.075	15.835	12.87	11.087	10.811	7.1072	8.5205	12.252	14.601	18.116	14.66	16.937	13.785	17.566	14.541	17.19	15.053	12.096	9.9472	7.5814	12.451	12.252	9.9472	12.096	11.65	10.592	10.592	6.9369	6.9369	10.592	12.451	12.825	10.2	11.988	12.252	9.0853	11.283	5.5102	6.9369	13.128	12.5	15.968	13.332	20.944	20.71	23.835	24.556	21.956	22.252	21.396	24.143	23.3	20.811	22.524	22.49	20.289	21.731	19.085	20.478	23.757	23.881	24.097	21.988	22.252	24.009	21.65	24.52	22.328	23.098	27.042	23.923	25.829	23.691	13.222	11.603	14.672	15.641	13.833	16.354	15.01
13.323	11.979	13.812	15.525	13.918	16.392	14.795	16.603	14.907	11.641	14.562	15.525	12.948	16.392	15.227	16.392	17.617	16.47	16.928	12.491	11.078	10.191	7.5724	8.969	10.191	13.63	18.067	14.651	16.333	14.562	17.572	15.329	16.547	15.525	12.087	9.9381	10.191	11.582	13.63	12.243	12.442	12.087	9.0763	8.6305	7.0982	7.9999	10.583	12.491	13.201	11.582	12.948	12.491	10.108	11.274	4.0879	8.2632	12.816	12.491	14.562	13.119	20.969	20.446	23.536	24.316	21.985	22.319	21.897	23.758	23.682	20.969	22.61	22.243	19.222	22.413	19.432	19.877	23.938	24.131	24.312	21.963	22.481	24.171	21.985	24.363	22.217	23.638	26.787	24.341	25.627	23.886	13.836	12.266	15.251	14.931	14.111	15.476	14.586
12.818	11.035	13.875	15.578	13.28	15.055	15.851	16.087	14.947	12.4	14.52	15.055	13.875	16.428	15.578	15.916	17.56	16.024	16.087	12.949	9.8958	9.808	5.4588	9.8958	12.044	14.273	18.221	14.241	16.598	14.52	17.139	15.41	15.762	14.273	11.539	10.066	10.759	12.2	12.2	11.035	12.2	12.2	10.759	10.968	6.8855	5.4588	10.149	12.4	12.949	12.906	13.076	12.906	11.035	11.479	8.5881	7.5301	12.4	11.539	13.875	13.551	21.394	20.585	24.009	24.851	22.175	21.587	21.948	23.791	23.355	20.872	22.586	22.492	20.149	22.19	19.764	20.016	23.34	24.089	24.739	22.774	22.2	24.062	21.68	24.638	22.236	23.355	27.304	23.995	26.024	23.83	12.246	11.982	14.287	15.332	14.091	15.504	14.654
13.087	12.917	13.087	14.561	14.057	15.222	15.066	17.571	16.361	12.785	15.773	16.361	12.785	17.774	16.439	17.083	18.949	16.755	17.263	13.291	10.77	10.16	5.2216	12.917	12.055	15.222	17.873	15.589	16.035	15.494	16.591	15.494	16.361	14.284	10.77	9.819	10.077	10.551	13.291	11.55	12.411	11.242	7.5411	9.9068	5.2216	8.2319	10.16	11.046	13.599	11.948	10.16	13.599	9.9068	7.9686	5.2216	4.9583	10.77	13.562	14.501	14.284	20.249	20.551	23.223	24.214	21.866	21.799	21.318	23.669	24.252	20.897	22.69	22.527	18.599	22.118	19.95	21.405	24.655	24.103	24.655	22.055	21.442	24.256	20.876	24.1	22.917	23.716	26.429	24.587	25.335	24.587	11.547	11.944	13.288	15.218	15.218	16.094	14.955
13.442	12.205	14.051	16.603	15.19	16.092	15.856	17.867	17.58	14.525	16.51	16.433	13.285	18.03	16.092	17.565	19.028	17.922	17.535	12.911	9.9009	9.039	5.4639	11.04	12.823	14.952	18.486	15.19	15.922	14.952	16.355	15.216	15.767	14.555	10.154	10.071	7.5352	12.049	14.051	11.04	13.442	12.049	5.9215	11.236	8.5932	7.5352	10.765	11.04	14.051	12.049	10.765	13.775	10.765	9.9009	6.8906	7.9627	12.205	11.04	14.051	15.19	20.071	20.814	22.898	24.097	22.281	22.53	21.604	23.88	24.051	21.198	23.201	22.702	19.306	22.911	20.432	20.973	24.326	24.474	24.57	21.904	21.544	24.051	21.08	24.198	22.846	23.721	26.679	24.856	25.571	24.354	12.911	11.604	14.279	16.566	15.922	15.922	16.585
13.299	11.617	15.305	17.157	15.305	16.369	16.598	18.044	17.157	12.968	16.105	16.523	15.596	18.548	16.042	16.369	17.88	17.157	16.598	12.467	10.168	9.4569	5.4775	12.219	12.467	13.788	18.813	15.502	16.598	14.884	17.157	14.292	16.466	15.229	11.25	9.0526	9.9145	12.925	12.219	10.778	12.219	12.925	8.9454	11.956	7.9763	8.9454	11.25	11.617	13.095	11.054	10.168	12.792	10.559	11.054	7.0745	8.2396	13.569	10.778	14.538	13.997	21.054	20.544	23.735	24.884	22.859	22.126	21.617	23.588	23.032	20.904	22.491	22.925	20.904	22.638	19.755	20.313	23.691	23.788	24.064	22.33	21.784	23.788	21.835	24.709	22.3	23.513	27.373	24.292	25.946	23.588	13.617	11.606	14.616	16.646	14.587	16.847	15.477
13.011	11.336	14.743	16.902	15.933	16.395	16.455	18.326	17.308	13.874	16.191	16.609	14.624	17.635	15.889	16.609	18.021	17.498	16.455	12.505	10.253	10.864	6.021	12.096	10.864	13.98	18.598	14.378	16.064	13.874	16.684	15.391	16.274	15.587	12.096	10	8.6927	12.505	14.378	11.703	14.15	13.011	9.0313	10.645	10	5.3152	10.645	13.655	13.98	12.878	10.864	12.305	10.864	10	4.1501	8.3255	13.98	11.644	15.682	14.378	20.319	20.469	23.522	24.14	21.887	21.443	21.31	23.3	23.011	20.675	22.802	22.686	20.508	22.295	20.044	20.446	23.541	24.062	23.81	21.536	21.614	23.317	20.99	24.233	22.047	22.949	26.684	24.008	25.269	23.763	13.576	12.183	14.38	17.422	16.055	16.567	16.162
12.491	12.228	14.166	16.795	16.871	16.582	17.347	18.588	17.851	14.166	16.641	17.363	15.75	18.625	15.578	16.315	18.512	16.207	16.315	13.197	9.2177	11.05	7.1765	12.282	12.491	14.532	18.625	16.142	16.852	14.9	17.821	16.053	16.207	15.044	11.326	9.7292	9.7292	13.367	14.337	11.83	12.228	11.83	8.5119	10.187	10.357	10.44	12.335	12.739	13.065	11.83	11.326	12.335	8.5119	8.8791	4.3365	7.1765	13.367	11.83	13.879	12.739	20.054	20.23	23.029	23.827	21.8	21.163	21.326	23.317	23.27	20.505	22.466	23.096	20.019	22.146	19.862	21.184	23.728	23.631	23.827	21.8	21.704	23.503	20.869	24.061	21.704	22.466	26.355	23.642	24.9	23.092	13.107	11.519	14.808	16.886	16.638	17.427	17.294
12.115	12.864	15.676	17.664	16.92	17.94	17.664	19.997	18.72	15.492	17.475	17.198	15.699	18.709	16.92	17.678	19.458	17.79	17.246	14.434	11.513	10.95	8.1356	12.115	12.864	16.205	18.776	16.265	16.92	14.78	17.94	15.938	17.053	14.969	10.95	10.674	11.852	13.503	13.465	12.688	15.373	11.454	9.9808	10.95	6.9705	9.8105	11.959	14.434	12.864	12.821	12.821	13.893	9.8105	9.8105	5.1253	6.9705	13.352	10.95	14.188	13.684	20.455	20.674	23.699	24.197	22.755	22.387	21.964	24.043	23.699	21.023	22.894	23.191	20.185	22.808	20.433	21.454	24	23.616	24.197	21.863	22.151	23.758	21.657	24.118	22.737	23.45	26.654	23.758	25.398	23.699	13.237	12.356	15.167	16.962	16.517	17.981	18.021
